frame_number,src_mac,dst_mac,eth_type,src_ip,dst_ip,ip_proto,ip_ttl,src_port,dst_port,tcp_flags,packet_time,packet_length,packet_summary,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y
14,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.231095,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,TCP,55341 → 631 [ACK] Seq=431 Ack=497 Win=8064 Len=0 TSval=7073336 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=497 Win=8064 Len=0 TSval=7073336 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=497 Win=8064 Len=0 TSval=7073336 TSecr=5827876
14,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.231095,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,,,TCP,55341 → 631 [ACK] Seq=431 Ack=497 Win=8064 Len=0 TSval=7073336 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=497 Win=8064 Len=0 TSval=7073336 TSecr=5827876
14,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.231095,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,,,,,TCP,55341 → 631 [ACK] Seq=431 Ack=497 Win=8064 Len=0 TSval=7073336 TSecr=5827876
15,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,PA,1210953938.234929,71,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 PA / Raw,IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok)
15,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,PA,1210953938.234929,71,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 PA / Raw,,,IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok)
15,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,PA,1210953938.234929,71,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 PA / Raw,,,,,IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok)
15,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,PA,1210953938.234929,71,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 PA / Raw,,,,,,,IPP,IPP Response (successful-ok)
16,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.234941,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876
16,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.234941,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876
16,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.234941,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,,,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876
16,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.234941,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,,,,,TCP,55341 → 631 [ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876
17,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,FA,1210953938.235213,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 FA,TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876",TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876",TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876",TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876"
17,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,FA,1210953938.235213,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 FA,,,TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876",TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876",TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876"
17,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,FA,1210953938.235213,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 FA,,,,,TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876",TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876"
17,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,FA,1210953938.235213,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 FA,,,,,,,TCP,"55341 → 631 [FIN, ACK] Seq=431 Ack=502 Win=8064 Len=0 TSval=7073340 TSecr=5827876"
18,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,S,1210953938.23523,74,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 S,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128
18,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,S,1210953938.23523,74,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 S,,,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128
18,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,S,1210953938.23523,74,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 S,,,,,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128
18,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,S,1210953938.23523,74,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 S,,,,,,,TCP,55342 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7073340 TSecr=0 WS=128
19,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,A,1210953938.235654,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 A,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340
19,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,A,1210953938.235654,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 A,,,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340
19,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,A,1210953938.235654,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 A,,,,,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340
19,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,A,1210953938.235654,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 A,,,,,,,TCP,631 → 55341 [ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340
20,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,SA,1210953938.235939,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 SA,TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340",TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340",TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340",TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340"
20,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,SA,1210953938.235939,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 SA,,,TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340",TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340",TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340"
20,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,SA,1210953938.235939,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 SA,,,,,TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340",TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340"
20,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,SA,1210953938.235939,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 SA,,,,,,,TCP,"631 → 55342 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827876 TSecr=7073340"
21,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.235965,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876
21,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.235965,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876
21,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.235965,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,,,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876
21,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.235965,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,,,,,TCP,55342 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7073341 TSecr=5827876
22,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.236026,210,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU],TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU],TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU],TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU]
22,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.236026,210,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU],TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU],TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU]
22,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.236026,210,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU],TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU]
22,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.236026,210,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,POST /ipp/ HTTP/1.1  [TCP segment of a reassembled PDU]
23,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.23606,214,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]"
23,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.23606,214,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]"
23,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.23606,214,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]"
23,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.23606,214,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=145 Ack=1 Win=5888 Len=148 TSval=7073341 TSecr=5827876 [TCP segment of a reassembled PDU]"
24,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,FA,1210953938.237601,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 FA,TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340",TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340",TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340",TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340"
24,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,FA,1210953938.237601,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 FA,,,TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340",TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340",TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340"
24,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,FA,1210953938.237601,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 FA,,,,,TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340",TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340"
24,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55341,FA,1210953938.237601,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55341 FA,,,,,,,TCP,"631 → 55341 [FIN, ACK] Seq=502 Ack=432 Win=5840 Len=0 TSval=5827876 TSecr=7073340"
25,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.237615,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876
25,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.237615,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876
25,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.237615,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,,,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876
25,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55341,631,A,1210953938.237615,66,Ether / IP / TCP 10.10.10.49:55341 > 10.10.10.251:631 A,,,,,,,TCP,55341 → 631 [ACK] Seq=432 Ack=503 Win=8064 Len=0 TSval=7073342 TSecr=5827876
26,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.239506,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341
26,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.239506,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341
26,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.239506,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341
26,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.239506,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=1 Ack=293 Win=5840 Len=0 TSval=5827876 TSecr=7073341
27,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953938.241121,91,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,HTTP,HTTP/1.1 100 Continue ,HTTP,HTTP/1.1 100 Continue ,HTTP,HTTP/1.1 100 Continue ,HTTP,HTTP/1.1 100 Continue 
27,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953938.241121,91,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,HTTP,HTTP/1.1 100 Continue ,HTTP,HTTP/1.1 100 Continue ,HTTP,HTTP/1.1 100 Continue 
27,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953938.241121,91,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,,,HTTP,HTTP/1.1 100 Continue ,HTTP,HTTP/1.1 100 Continue 
27,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953938.241121,91,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,,,,,HTTP,HTTP/1.1 100 Continue 
28,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.241131,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,TCP,55342 → 631 [ACK] Seq=293 Ack=26 Win=5888 Len=0 TSval=7073346 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=293 Ack=26 Win=5888 Len=0 TSval=7073346 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=293 Ack=26 Win=5888 Len=0 TSval=7073346 TSecr=5827876,TCP,55342 → 631 [ACK] Seq=293 Ack=26 Win=5888 Len=0 TSval=7073346 TSecr=5827876
